Date,Region,Product,Customer,Units Sold,Unit Price,Sales
2025-06-08,North,Mouse,Customer_5,7,26.82,187.74
2024-11-22,West,Keyboard,Customer_60,1,41.22,41.22
2024-12-29,North,Monitor,Customer_34,2,227.01,454.02
2024-12-27,North,Monitor,Customer_28,1,233.39,233.39
2024-11-30,West,Keyboard,Customer_15,2,41.64,83.28
2024-02-06,West,Tablet,Customer_43,2,371.0,742.0
2025-11-21,North,Keyboard,Customer_27,2,39.01,78.02
2024-04-16,North,Smartwatch,Customer_9,3,193.89,581.67
2025-04-19,Central,Keyboard,Customer_47,1,42.43,42.43
2024-11-23,North,Smartphone,Customer_49,1,603.19,603.19
2024-11-20,East,Keyboard,Customer_26,3,43.49,130.47
2025-01-27,South,Keyboard,Customer_24,5,41.52,207.6
2025-12-26,North,Keyboard,Customer_45,6,45.21,271.26
2024-06-23,East,Headphones,Customer_60,3,75.03,225.09
2024-09-24,North,Monitor,Customer_52,2,229.09,458.18
2025-11-09,Central,Keyboard,Customer_28,4,39.77,159.08
2024-09-13,West,Tablet,Customer_18,2,338.39,676.78
2024-08-17,South,Smartwatch,Customer_60,1,197.34,197.34
2025-05-06,East,Monitor,Customer_41,3,253.0,759.0
2025-10-09,Central,Monitor,Customer_60,3,273.1,819.3
2025-12-21,West,Headphones,Customer_3,1,81.5,81.5
2025-12-18,East,Smartwatch,Customer_34,2,218.18,436.36
2025-04-08,North,Tablet,Customer_43,5,379.03,1895.15
2024-01-12,Central,Smartwatch,Customer_6,1,189.01,189.01
2024-05-22,North,Laptop,Customer_33,4,849.91,3399.64
2025-05-19,West,Laptop,Customer_37,3,875.2,2625.6
2025-09-18,East,Headphones,Customer_43,4,90.56,362.24
2025-12-28,East,Mouse,Customer_28,4,27.61,110.44
2025-02-23,South,Smartphone,Customer_26,1,646.97,646.97
2025-04-19,West,Tablet,Customer_59,3,407.4,1222.2
2024-08-11,North,Tablet,Customer_40,5,339.7,1698.5
2025-08-27,North,Laptop,Customer_1,5,778.25,3891.25
2024-06-07,East,Keyboard,Customer_21,4,36.25,145.0
2025-05-30,North,Mouse,Customer_10,1,28.85,28.85
2025-02-03,West,Tablet,Customer_49,6,374.7,2248.2
2024-12-01,North,Keyboard,Customer_7,2,37.86,75.72
2025-01-29,South,Headphones,Customer_28,5,81.02,405.1
2025-08-23,North,Monitor,Customer_18,1,287.52,287.52
2025-10-25,North,Keyboard,Customer_53,1,44.21,44.21
2025-11-20,North,Smartwatch,Customer_37,1,219.4,219.4
2024-01-29,North,Smartwatch,Customer_59,5,208.72,1043.6
2025-04-17,Central,Smartphone,Customer_16,2,684.67,1369.34
2024-12-31,Central,Smartphone,Customer_3,5,655.26,3276.3
2024-02-13,Central,Laptop,Customer_46,6,828.07,4968.42
2024-08-27,East,Smartwatch,Customer_51,1,208.27,208.27
2025-09-04,North,Smartphone,Customer_24,1,654.46,654.46
2025-12-05,Central,Smartphone,Customer_39,3,675.48,2026.44
2025-10-19,North,Mouse,Customer_48,2,29.26,58.52
2024-04-05,North,Keyboard,Customer_12,7,39.58,277.06
2024-08-05,North,Headphones,Customer_38,2,85.74,171.48
2024-12-21,Central,Monitor,Customer_32,2,244.78,489.56
2025-12-18,East,Mouse,Customer_31,3,26.28,78.84
2024-12-08,Central,Keyboard,Customer_31,1,36.0,36.0
2025-10-03,Central,Smartphone,Customer_59,6,621.01,3726.06
2024-01-09,West,Keyboard,Customer_24,6,39.16,234.96
2025-03-20,North,Headphones,Customer_13,2,94.61,189.22
2025-06-30,South,Laptop,Customer_27,4,888.63,3554.52
2024-12-25,West,Keyboard,Customer_32,4,40.92,163.68
2024-05-02,East,Smartphone,Customer_21,1,568.66,568.66
2024-07-11,East,Laptop,Customer_27,3,791.74,2375.22
2025-10-14,East,Smartwatch,Customer_2,3,216.83,650.49
2024-06-25,South,Smartwatch,Customer_23,1,189.66,189.66
2025-06-10,West,Smartwatch,Customer_12,2,194.79,389.58
2025-10-07,North,Mouse,Customer_57,4,28.42,113.68
2024-08-06,North,Mouse,Customer_8,4,25.73,102.92
2024-02-26,North,Tablet,Customer_17,1,317.52,317.52
2024-03-21,South,Keyboard,Customer_16,3,36.7,110.1
2025-11-26,West,Laptop,Customer_53,5,913.07,4565.35
2024-05-21,North,Keyboard,Customer_18,2,40.68,81.36
2024-10-28,West,Mouse,Customer_15,1,26.7,26.7
2025-03-28,North,Smartphone,Customer_49,3,655.69,1967.07
2024-10-24,West,Smartwatch,Customer_41,2,215.83,431.66
2025-01-21,Central,Headphones,Customer_21,4,91.67,366.68
2025-10-18,West,Smartwatch,Customer_57,1,197.32,197.32
2024-08-02,West,Mouse,Customer_4,4,22.7,90.8
2024-09-22,West,Keyboard,Customer_59,1,43.11,43.11
2024-06-19,North,Smartwatch,Customer_6,4,203.57,814.28
2024-06-22,South,Laptop,Customer_10,2,731.14,1462.28
2024-11-09,North,Tablet,Customer_39,4,319.57,1278.28
2024-04-02,Central,Headphones,Customer_54,4,80.33,321.32
2024-02-11,East,Monitor,Customer_51,3,269.94,809.82
2024-11-02,Central,Keyboard,Customer_38,1,37.38,37.38
2024-03-02,West,Smartphone,Customer_36,4,591.31,2365.24
2025-04-23,East,Keyboard,Customer_11,2,40.34,80.68
2025-09-25,West,Monitor,Customer_30,2,293.69,587.38
2025-06-23,West,Monitor,Customer_16,2,266.31,532.62
2025-01-22,North,Tablet,Customer_39,4,395.68,1582.72
2024-07-07,North,Laptop,Customer_48,3,787.97,2363.91
2024-11-08,East,Monitor,Customer_44,2,226.15,452.3
2025-07-12,West,Keyboard,Customer_31,1,39.55,39.55
2025-11-01,South,Mouse,Customer_44,1,26.17,26.17
2025-08-12,South,Laptop,Customer_5,1,925.36,925.36
2024-10-13,North,Smartwatch,Customer_46,3,205.88,617.64
2025-06-10,Central,Laptop,Customer_56,1,828.53,828.53
2025-08-17,West,Tablet,Customer_2,1,362.25,362.25
2025-06-14,North,Smartwatch,Customer_48,2,196.38,392.76
2024-01-06,East,Headphones,Customer_23,5,73.5,367.5
2025-09-28,West,Headphones,Customer_11,1,90.57,90.57
2025-10-23,Central,Keyboard,Customer_46,1,41.95,41.95
2025-12-07,East,Tablet,Customer_31,2,359.46,718.92
2024-02-08,West,Headphones,Customer_43,2,81.92,163.84
2024-08-01,East,Mouse,Customer_3,3,25.06,75.18
2025-03-13,West,Laptop,Customer_1,4,877.27,3509.08
2024-10-19,East,Headphones,Customer_8,2,77.41,154.82
2025-04-04,West,Monitor,Customer_21,3,293.06,879.18
2024-10-27,East,Mouse,Customer_4,4,24.22,96.88
2024-03-04,West,Smartwatch,Customer_29,5,204.23,1021.15
2025-08-28,South,Laptop,Customer_39,1,838.8,838.8
2024-09-07,East,Laptop,Customer_17,1,721.64,721.64
2024-02-13,North,Smartwatch,Customer_23,4,205.46,821.84
2024-02-04,South,Keyboard,Customer_5,4,37.39,149.56
2025-02-21,South,Headphones,Customer_60,4,94.86,379.44
2024-06-17,North,Keyboard,Customer_23,4,39.89,159.56
2024-01-31,East,Mouse,Customer_35,3,23.21,69.63
2025-07-03,West,Tablet,Customer_53,3,392.91,1178.73
2024-03-31,East,Mouse,Customer_2,8,23.15,185.2
2025-07-15,South,Headphones,Customer_30,1,87.78,87.78
2024-12-26,North,Headphones,Customer_55,6,86.55,519.3
2024-09-09,North,Headphones,Customer_52,4,76.18,304.72
2024-07-12,Central,Smartphone,Customer_55,1,619.64,619.64
2025-11-13,South,Keyboard,Customer_30,1,43.62,43.62
2025-05-23,Central,Laptop,Customer_42,1,902.32,902.32
2025-05-31,South,Smartwatch,Customer_42,1,203.68,203.68
2025-02-19,South,Smartphone,Customer_6,1,642.43,642.43
2025-10-17,North,Smartphone,Customer_27,6,673.86,4043.16
2024-05-02,North,Mouse,Customer_16,2,22.68,45.36
2025-09-26,South,Smartphone,Customer_40,1,686.4,686.4
2025-01-30,East,Mouse,Customer_1,3,24.46,73.38
2024-11-22,North,Headphones,Customer_49,1,84.66,84.66
2024-04-21,North,Laptop,Customer_38,2,819.38,1638.76
2024-09-17,North,Keyboard,Customer_8,2,41.13,82.26
2024-04-14,East,Keyboard,Customer_55,1,41.53,41.53
2025-07-21,North,Monitor,Customer_30,2,265.39,530.78
2024-08-13,North,Smartwatch,Customer_56,1,210.08,210.08
2024-11-11,East,Mouse,Customer_17,3,26.81,80.43
2024-01-02,North,Mouse,Customer_44,5,24.78,123.9
2024-03-18,South,Keyboard,Customer_50,4,40.36,161.44
2024-08-01,East,Headphones,Customer_60,1,74.58,74.58
2025-03-25,Central,Headphones,Customer_40,1,79.96,79.96
2024-08-04,North,Smartwatch,Customer_41,1,201.82,201.82
2025-08-31,East,Laptop,Customer_55,1,894.08,894.08
2025-03-16,South,Keyboard,Customer_46,2,43.23,86.46
2024-11-07,Central,Tablet,Customer_31,1,335.48,335.48
2025-10-09,West,Laptop,Customer_59,1,864.14,864.14
2025-06-26,North,Mouse,Customer_52,5,26.61,133.05
2025-06-25,East,Laptop,Customer_30,3,864.19,2592.57
2025-11-21,West,Smartwatch,Customer_50,1,221.55,221.55
2024-12-20,South,Laptop,Customer_57,1,774.1,774.1
2025-04-27,East,Tablet,Customer_41,1,361.53,361.53
2024-12-19,West,Tablet,Customer_5,5,373.65,1868.25
2025-06-29,Central,Headphones,Customer_11,3,88.42,265.26
2024-01-26,West,Monitor,Customer_29,3,245.16,735.48
2024-12-12,North,Monitor,Customer_11,2,225.66,451.32
2024-09-01,North,Smartphone,Customer_49,4,625.12,2500.48
2025-01-04,South,Headphones,Customer_56,2,84.32,168.64
2025-01-29,West,Monitor,Customer_41,2,280.91,561.82
2024-12-28,North,Headphones,Customer_26,5,82.47,412.35
2024-07-11,West,Smartphone,Customer_24,1,546.68,546.68
2025-04-14,West,Headphones,Customer_52,4,78.38,313.52
2024-02-06,North,Headphones,Customer_1,3,72.15,216.45
2025-05-26,North,Monitor,Customer_39,5,292.61,1463.05
2025-03-06,East,Mouse,Customer_28,8,27.02,216.16
2025-08-02,North,Mouse,Customer_18,2,28.56,57.12
2025-09-29,West,Monitor,Customer_29,1,274.08,274.08
2024-11-07,West,Headphones,Customer_46,3,85.82,257.46
2025-04-13,North,Headphones,Customer_33,3,85.89,257.67
2025-10-05,South,Headphones,Customer_51,1,92.47,92.47
2025-08-30,North,Headphones,Customer_16,3,85.59,256.77
2025-09-02,South,Smartphone,Customer_54,4,703.38,2813.52
2025-07-15,North,Tablet,Customer_40,2,377.72,755.44
2025-10-11,West,Smartwatch,Customer_48,3,228.91,686.73
2025-07-02,Central,Smartphone,Customer_46,2,626.23,1252.46
2024-12-08,East,Laptop,Customer_3,4,811.63,3246.52
2024-04-27,North,Laptop,Customer_42,4,797.3,3189.2
2025-10-02,North,Mouse,Customer_26,5,27.26,136.3
2025-05-02,North,Monitor,Customer_19,2,269.11,538.22
2025-07-15,Central,Smartwatch,Customer_8,1,196.28,196.28
2024-09-02,South,Headphones,Customer_45,4,83.59,334.36
2024-07-20,West,Laptop,Customer_26,4,766.48,3065.92
2025-10-31,South,Keyboard,Customer_23,2,39.14,78.28
2025-12-31,West,Laptop,Customer_10,1,828.94,828.94
2025-12-16,Central,Mouse,Customer_42,3,26.97,80.91
2025-01-30,East,Mouse,Customer_17,5,27.87,139.35
2024-02-23,North,Smartphone,Customer_59,6,542.03,3252.18
2025-02-24,East,Headphones,Customer_56,3,82.07,246.21
2024-03-16,West,Laptop,Customer_21,3,,2171.37
2025-10-31,North,Headphones,Customer_51,1,88.92,88.92
2024-12-31,South,Smartphone,Customer_5,3,642.28,1926.84
2025-01-01,East,Keyboard,Customer_10,1,42.57,42.57
2024-11-12,West,Smartwatch,Customer_4,2,189.96,379.92
2025-03-22,West,Smartwatch,Customer_44,1,195.91,195.91
2025-12-31,West,Monitor,Customer_53,2,257.82,515.64
2024-09-28,West,Monitor,Customer_40,2,254.83,509.66
2025-04-26,West,Keyboard,Customer_58,2,46.27,92.54
2024-03-25,South,Monitor,Customer_4,2,266.02,532.04
2025-08-16,West,Tablet,Customer_60,2,374.49,748.98
2024-02-03,West,Smartwatch,Customer_60,2,204.78,409.56
2025-01-08,West,Smartwatch,Customer_33,6,212.92,1277.52
2025-11-11,South,Laptop,Customer_45,2,840.7,1681.4
2025-03-24,North,Laptop,Customer_57,1,849.15,849.15
2024-08-23,East,Keyboard,Customer_22,2,41.34,82.68
2024-06-19,North,Monitor,Customer_16,2,243.89,487.78
2024-12-30,West,Laptop,Customer_58,2,876.37,1752.74
2024-02-10,Central,Laptop,Customer_32,1,778.19,778.19
2024-01-15,North,Keyboard,Customer_29,1,38.49,38.49
2025-06-16,Central,Smartphone,Customer_20,1,712.56,712.56
2024-05-18,East,Monitor,Customer_30,1,273.08,273.08
2024-05-04,South,Laptop,Customer_22,1,801.91,801.91
2025-04-06,East,Laptop,Customer_44,4,937.0,3748.0
2024-03-19,North,Smartwatch,Customer_7,2,183.98,367.96
2025-09-23,West,Tablet,Customer_17,1,362.47,362.47
2025-04-26,South,Monitor,Customer_19,2,255.16,510.32
2024-10-19,Central,Smartphone,Customer_12,1,544.4,544.4
2024-11-22,West,Mouse,Customer_13,1,26.9,26.9
2024-04-23,North,Smartwatch,Customer_60,1,197.08,197.08
2025-01-24,West,Smartphone,Customer_38,2,644.83,1289.66
2025-03-04,North,Tablet,Customer_43,2,364.07,728.14
2025-08-19,South,Monitor,Customer_35,2,265.95,531.9
2025-01-29,North,Monitor,Customer_48,4,275.84,1103.36
2024-09-03,West,Smartphone,Customer_24,1,634.13,634.13
2025-03-18,West,Smartwatch,Customer_29,4,227.63,910.52
2025-11-24,North,Tablet,Customer_46,4,399.85,1599.4
2024-09-04,South,Smartwatch,Customer_26,5,211.27,1056.35
2025-04-25,South,Tablet,Customer_19,3,402.22,1206.66
2025-05-17,South,Monitor,Customer_16,1,291.12,291.12
2025-01-06,Central,Smartphone,Customer_29,1,589.02,589.02
2024-06-16,West,Tablet,Customer_46,3,370.61,1111.83
2024-02-06,West,Smartphone,Customer_24,3,600.7,1802.1
2025-06-15,South,Tablet,Customer_42,2,384.24,768.48
2024-05-10,East,Smartphone,Customer_44,5,641.82,3209.1
2025-08-15,East,Keyboard,Customer_20,1,47.06,47.06
2025-11-02,East,Tablet,Customer_50,1,397.64,397.64
2025-12-22,South,Keyboard,Customer_22,3,44.66,133.98
2024-01-28,North,Smartphone,Customer_32,3,620.71,1862.13
2025-07-27,North,Headphones,Customer_10,1,82.02,82.02
2025-10-14,South,Laptop,Customer_42,2,810.09,1620.18
2024-01-17,East,Smartwatch,Customer_29,3,185.29,555.87
2025-07-10,South,Tablet,Customer_49,1,375.82,375.82
2024-02-24,Central,Monitor,Customer_29,3,233.29,699.87
2025-04-19,North,Tablet,Customer_24,2,360.86,721.72
2025-05-03,South,Smartphone,Customer_5,2,651.52,1303.04
2024-09-08,South,Tablet,Customer_3,1,335.71,335.71
2025-11-20,South,Keyboard,Customer_55,1,40.27,40.27
2025-02-25,Central,Smartwatch,Customer_10,3,230.72,692.16
2024-07-15,North,Laptop,Customer_47,4,736.95,2947.8
2024-09-23,South,Mouse,Customer_36,2,24.85,49.7
2025-03-06,West,Mouse,Customer_30,2,27.11,54.22
2024-01-04,East,Mouse,Customer_18,2,23.3,46.6
2025-11-22,North,Smartwatch,Customer_11,2,223.52,447.04
2024-09-07,West,Smartwatch,Customer_38,2,216.89,433.78
2025-09-09,West,Laptop,Customer_40,3,882.61,2647.83
2025-04-07,East,Smartphone,Customer_47,3,687.7,2063.1
2025-07-24,North,Mouse,Customer_49,1,25.79,25.79
2024-08-05,South,Mouse,Customer_49,1,25.26,25.26
2024-06-28,West,Monitor,Customer_44,5,244.41,1222.05
2024-01-30,North,Smartwatch,Customer_56,2,187.41,374.82
2025-04-04,West,Headphones,Customer_21,7,85.52,598.64
2024-05-19,North,Smartphone,Customer_31,3,559.69,1679.07
2024-03-03,West,Monitor,Customer_21,5,268.82,1344.1
2025-03-06,Central,Headphones,Customer_38,3,88.4,265.2
2024-01-02,West,Tablet,Customer_24,7,340.96,2386.72
2024-09-26,North,Monitor,Customer_46,2,229.57,459.14
2024-04-30,North,Smartphone,Customer_24,1,588.83,588.83
2024-10-04,North,Mouse,Customer_39,2,24.88,49.76
2024-03-15,East,Smartphone,Customer_45,3,654.97,1964.91
2025-11-14,North,Keyboard,Customer_8,1,42.34,42.34
2024-03-28,East,Tablet,Customer_28,3,366.16,1098.48
2024-08-14,North,Keyboard,Customer_29,2,38.5,77.0
2024-02-26,West,Mouse,Customer_3,3,22.65,67.95
2025-06-05,Central,Mouse,Customer_47,4,27.98,111.92
2025-11-16,South,Laptop,Customer_4,3,874.47,2623.41
2024-10-06,South,Smartphone,Customer_6,1,603.63,603.63
2025-03-03,Central,Headphones,Customer_20,3,83.93,251.79
2024-10-16,Central,Smartwatch,Customer_54,1,180.71,180.71
2024-03-11,West,Laptop,Customer_9,2,791.85,1583.7
2024-01-09,West,Mouse,Customer_60,3,27.31,81.93
2025-09-30,East,Monitor,Customer_4,2,281.12,562.24
2025-02-20,South,Tablet,Customer_8,4,393.62,1574.48
2025-09-28,South,Laptop,Customer_16,1,838.68,838.68
2025-11-13,West,Keyboard,Customer_4,3,39.61,118.83
2024-05-12,North,Smartphone,Customer_3,3,613.85,1841.55
2024-07-05,Central,Laptop,Customer_48,1,778.17,778.17
2024-09-17,East,Laptop,Customer_7,1,851.22,851.22
2024-04-29,South,Monitor,Customer_21,5,271.5,1357.5
2024-08-05,West,Laptop,Customer_26,2,798.09,1596.18
2025-03-20,North,Mouse,Customer_17,6,25.72,154.32
2025-09-09,West,Monitor,Customer_47,1,279.73,279.73
2024-10-13,Central,Smartphone,Customer_27,2,642.56,1285.12
2025-07-28,East,Tablet,Customer_38,1,409.39,409.39
2024-08-26,East,Monitor,Customer_46,1,232.11,232.11
2025-03-26,West,Laptop,Customer_32,6,845.72,5074.32
2025-09-13,West,Headphones,Customer_53,1,79.74,79.74
2025-03-28,South,Headphones,Customer_28,6,94.72,568.32
2024-12-29,Central,Tablet,Customer_51,5,378.25,1891.25
2024-06-05,West,Smartwatch,Customer_38,1,211.18,211.18
2025-01-24,North,Monitor,Customer_60,5,246.2,1231.0
2025-11-21,East,Monitor,Customer_58,2,260.78,521.56
2024-05-01,Central,Keyboard,Customer_24,2,41.71,83.42
2024-05-23,South,Mouse,Customer_48,1,26.91,26.91
2024-08-30,South,Laptop,Customer_5,4,738.74,2954.96
2024-06-18,West,Keyboard,Customer_56,3,43.54,130.62
2025-10-05,East,Tablet,Customer_45,2,386.38,772.76
2025-08-11,North,Mouse,Customer_42,1,25.58,25.58
2025-11-27,East,Monitor,Customer_35,1,274.8,274.8
2025-09-03,Central,Tablet,Customer_37,1,370.72,370.72
2025-10-04,East,Smartphone,Customer_35,4,606.71,2426.84
2024-11-08,West,Keyboard,Customer_36,3,38.42,115.26
2025-02-09,East,Laptop,Customer_51,2,916.21,1832.42
2024-01-23,West,Headphones,Customer_1,2,81.31,162.62
2024-10-18,Central,Monitor,Customer_34,5,268.56,1342.8
2024-04-11,South,Headphones,Customer_52,1,80.08,80.08
2025-09-01,South,Headphones,Customer_60,1,82.65,82.65
2025-07-02,East,Laptop,Customer_46,6,898.6,5391.6
2025-06-05,North,Keyboard,Customer_52,2,41.25,82.5
2024-08-04,East,Laptop,Customer_30,1,735.79,735.79
2024-04-03,South,Smartwatch,Customer_36,2,180.01,360.02
2025-03-29,West,Smartwatch,Customer_59,3,221.38,664.14
2024-05-26,East,Smartphone,Customer_19,5,612.11,3060.55
2025-11-11,North,Laptop,Customer_39,2,907.03,1814.06
2025-07-10,North,Headphones,Customer_44,2,91.25,182.5
2024-10-09,East,Tablet,Customer_19,3,362.57,1087.71
2025-07-21,East,Tablet,Customer_10,4,413.91,1655.64
2024-08-14,South,Monitor,Customer_51,5,228.2,1141.0
2025-08-20,West,Keyboard,Customer_19,6,44.21,265.26
2025-08-01,South,Tablet,Customer_44,4,391.59,1566.36
2025-11-16,North,Tablet,Customer_10,2,394.42,788.84
2025-03-17,Central,Monitor,Customer_49,4,254.58,1018.32
2024-11-03,North,Mouse,Customer_20,6,22.55,135.3
2024-07-26,North,Smartwatch,Customer_12,5,208.41,1042.05
2025-10-16,Central,Monitor,Customer_31,2,261.35,522.7
2024-09-29,East,Tablet,Customer_4,3,377.43,1132.29
2024-05-22,West,Tablet,Customer_12,1,343.21,343.21
2024-04-10,West,Monitor,Customer_43,4,268.48,1073.92
2025-03-14,East,Keyboard,Customer_13,1,41.32,41.32
2025-04-05,North,Tablet,Customer_2,5,341.26,1706.3
2025-01-25,North,Smartwatch,Customer_11,5,199.31,996.55
2025-11-14,North,Smartwatch,Customer_11,1,207.3,207.3
2025-07-31,Central,Laptop,Customer_28,3,798.37,2395.11
2025-03-10,South,Headphones,Customer_59,3,86.6,259.8
2025-07-09,East,Smartwatch,Customer_4,1,212.79,212.79
2025-11-10,North,Tablet,Customer_34,1,376.61,376.61
2024-03-08,East,Laptop,Customer_39,2,773.64,1547.28
2025-11-08,East,Laptop,Customer_39,1,873.87,873.87
2024-08-12,South,Monitor,Customer_25,1,242.66,242.66
2024-05-19,Central,Headphones,Customer_5,4,73.7,294.8
2024-01-25,South,Keyboard,Customer_46,7,36.82,257.74
2025-04-12,South,Mouse,Customer_17,4,27.21,108.84
2024-11-04,South,Smartwatch,Customer_60,1,187.47,187.47
2024-01-07,North,Smartphone,Customer_34,4,558.77,2235.08
2025-09-06,West,Smartphone,Customer_15,1,594.51,594.51
2025-04-07,North,Headphones,Customer_11,4,89.84,359.36
2024-03-05,East,Smartphone,Customer_12,2,645.28,1290.56
2024-06-21,West,Tablet,Customer_33,6,358.59,2151.54
2024-01-27,South,Smartwatch,Customer_1,3,204.69,614.07
2024-06-06,West,Monitor,Customer_27,2,262.22,524.44
2024-07-31,West,Smartwatch,Customer_55,7,219.32,1535.24
2025-09-03,East,Laptop,Customer_29,1,807.9,807.9
2024-04-07,North,Headphones,Customer_26,2,78.6,157.2
2024-01-23,North,Mouse,Customer_47,1,26.86,26.86
2024-08-03,East,Smartphone,Customer_51,4,568.1,2272.4
2025-04-24,North,Smartphone,Customer_39,2,703.16,1406.32
2025-07-28,North,Mouse,Customer_8,4,28.68,114.72
2024-03-13,North,Headphones,Customer_4,4,84.12,336.48
2024-11-05,North,Laptop,Customer_60,2,836.39,1672.78
2025-10-11,Central,Laptop,Customer_9,2,858.73,1717.46
2024-11-06,West,Smartphone,Customer_35,2,581.73,1163.46
2025-05-10,West,Keyboard,Customer_9,7,41.56,290.92
2024-02-07,West,Smartwatch,Customer_39,5,181.99,909.95
2024-12-18,West,Keyboard,Customer_15,3,37.21,111.63
2024-08-27,Central,Mouse,Customer_49,3,26.36,79.08
2025-06-23,East,Smartwatch,Customer_27,5,209.16,1045.8
2024-11-26,West,Headphones,Customer_42,1,79.4,79.4
2024-06-25,South,Headphones,Customer_36,7,73.03,511.21
2025-10-19,North,Laptop,Customer_4,1,933.26,933.26
2025-11-27,Central,Tablet,Customer_20,2,373.43,746.86
2025-10-27,Central,Headphones,Customer_50,3,85.11,255.33
2025-08-21,North,Laptop,Customer_43,2,945.51,1891.02
2025-03-11,South,Keyboard,Customer_26,2,40.65,81.3
2025-10-19,North,Smartwatch,Customer_33,1,229.06,229.06
2024-09-30,East,Tablet,Customer_29,5,343.0,1715.0
2025-10-06,East,Keyboard,Customer_35,1,44.3,44.3
2025-04-27,South,Monitor,Customer_47,4,264.37,1057.48
2025-06-21,South,Keyboard,Customer_52,2,45.91,91.82
2025-01-25,West,Tablet,Customer_6,3,363.42,1090.26
2024-05-15,South,Smartwatch,Customer_30,3,214.18,642.54
2025-10-28,East,Mouse,Customer_24,1,28.25,28.25
2025-07-03,South,Tablet,Customer_51,2,351.8,703.6
2024-08-01,South,Mouse,Customer_14,1,25.56,25.56
2024-07-27,North,Keyboard,Customer_18,1,36.67,36.67
2025-09-06,West,Keyboard,Customer_28,1,46.68,46.68
2024-05-24,South,Tablet,Customer_20,3,331.89,995.67
2025-02-07,North,Tablet,Customer_4,4,407.88,1631.52
2024-11-26,East,Tablet,Customer_10,4,334.43,1337.72
2025-07-19,South,Headphones,Customer_17,2,83.17,166.34
2025-09-04,East,Smartwatch,Customer_6,1,215.91,215.91
2025-05-13,South,Smartphone,Customer_59,2,596.13,1192.26
2024-12-23,South,Laptop,Customer_60,1,811.61,811.61
2025-10-25,Central,Keyboard,Customer_39,1,42.25,42.25
2024-10-24,North,Keyboard,Customer_30,1,43.72,43.72
2025-08-22,South,Laptop,Customer_38,2,926.22,1852.44
2025-11-24,East,Mouse,Customer_21,3,29.46,88.38
2025-11-27,West,Headphones,Customer_57,3,88.75,266.25
2024-08-07,West,Smartwatch,Customer_36,3,213.51,640.53
2025-11-11,West,Smartphone,Customer_28,4,654.18,2616.72
2024-06-11,South,Mouse,Customer_43,3,25.5,76.5
2025-05-30,North,Keyboard,Customer_32,5,46.95,234.75
2024-01-30,Central,Headphones,Customer_47,2,80.42,160.84
2025-07-26,Central,Keyboard,Customer_47,1,44.77,44.77
2024-01-07,North,Monitor,Customer_12,6,245.98,1475.88
2024-07-22,East,Smartphone,Customer_60,1,649.73,649.73
2024-01-14,Central,Mouse,Customer_14,3,22.89,68.67
2025-06-01,East,Headphones,Customer_48,1,87.15,87.15
2024-01-11,West,Smartphone,Customer_1,1,550.64,550.64
2025-05-28,South,Tablet,Customer_35,5,347.6,1738.0
2024-10-08,East,Mouse,Customer_12,1,23.56,23.56
2025-04-13,West,Tablet,Customer_39,1,387.45,387.45
2024-12-29,South,Headphones,Customer_19,6,83.9,503.4
2024-04-21,South,Smartphone,Customer_38,3,552.39,1657.17
2025-04-24,West,Headphones,Customer_47,2,79.76,159.52
2025-08-12,North,Headphones,Customer_53,4,84.77,339.08
2024-10-08,South,Smartphone,Customer_27,2,609.69,1219.38
2025-06-24,North,Keyboard,Customer_29,4,39.38,157.52
2024-12-05,North,Mouse,Customer_4,1,23.73,23.73
2025-11-04,South,Smartwatch,Customer_31,1,229.68,229.68
2024-11-28,North,Laptop,Customer_4,1,846.9,846.9
2025-03-11,South,Smartwatch,Customer_12,1,233.91,233.91
2024-08-28,South,Mouse,Customer_9,3,24.69,74.07
2025-08-25,South,Tablet,Customer_15,1,410.67,410.67
2024-06-18,West,Tablet,Customer_41,5,344.44,1722.2
2025-12-24,South,Smartwatch,Customer_42,3,212.03,636.09
2025-04-10,Central,Smartwatch,Customer_9,1,218.55,218.55
2024-11-01,North,Mouse,Customer_18,6,25.32,151.92
2024-01-12,West,Laptop,Customer_59,4,759.1,3036.4
2025-10-03,South,Headphones,Customer_34,3,92.14,276.42
2025-03-12,Central,Smartwatch,Customer_14,4,229.62,918.48
2025-04-19,East,Tablet,Customer_48,5,362.82,1814.1
2025-09-26,North,Laptop,Customer_45,1,909.14,909.14
2025-06-09,Central,Tablet,Customer_14,3,400.54,1201.62
2025-03-08,South,Headphones,Customer_20,5,81.17,405.85
2024-06-08,North,Monitor,Customer_17,2,246.08,492.16
2025-04-07,West,Headphones,Customer_46,2,82.51,165.02
2025-11-09,East,Mouse,Customer_1,1,28.72,28.72
2024-02-08,North,Headphones,Customer_32,2,75.79,151.58
2025-12-19,Central,Smartphone,Customer_42,3,674.85,2024.55
2025-10-14,West,Headphones,Customer_27,3,82.97,248.91
2024-03-26,South,Tablet,Customer_47,2,345.93,691.86
2025-09-21,South,Smartphone,Customer_50,1,596.63,596.63
2024-11-11,North,Keyboard,Customer_18,3,41.52,124.56
2025-07-18,North,Mouse,Customer_10,3,26.12,78.36
2025-02-24,Central,Laptop,Customer_7,4,869.5,3478.0
2025-10-02,South,Keyboard,Customer_43,3,39.55,118.65
2025-07-09,West,Tablet,Customer_13,3,385.45,1156.35
